id,name,type,state,oricodes,total_shootings,latitude,longitude
,,,,,,35.9040088,-94.9788871
,,,,,,30.0968723,-94.1282537
,,,,,,40.7411682,-96.6817651
,,,,,,41.0783834,-111.9775624
,,,,,,35.5134946,-97.5682054
,,,,,,34.7116168,-118.148321
,,,,,,36.7546163,-108.1728165
,,,,,,32.2111785,-110.8716044
,,,,,,34.2294471,-92.0151245
,,,,,,34.6727721,-95.8644933
,,,,,,,
,,,,,,33.7417415,-78.8331993
,,,,,,34.0720341,-118.0421374
,,,,,,27.0539572,-82.2623623
,,,,,,33.5728929,-112.2055571
,,,,,,27.745554,-97.4127679
,,,,,,33.421289,-112.544169
,,,,,,35.0801986,-106.5566807
,,,,,,30.8381863,-91.1237342
,,,,,,36.0360189,-79.9848677
,,,,,,33.963663,-83.4378362
,,,,,,35.9783097,-79.93531
,,,,,,34.4113028,-119.7575843
,,,,,,40.6839615,-73.9895714
,,,,,,42.7757368,-114.7042168
,,,,,,33.8053189,-84.1455315
,,,,,,37.3146333,-79.9624383
,,,,,,34.1721265,-118.4574561
,,,,,,40.8821496,-73.8781355
,,,,,,43.7412428,-122.4787983
,,,,,,33.6126086,-92.064583
,,,,,,31.6912329,-91.0614775
,,,,,,41.7655597,-85.7210977
,,,,,,43.4765495,-111.9884789
,,,,,,40.195578,-74.170654
,,,,,,,
,,,,,,34.9856452,-82.5556386
,,,,,,31.90167,-95.7610824
,,,,,,38.646255,-90.1926
,,,,,,43.6387575,-116.2335574
,,,,,,39.812138,-84.292895
,,,,,,45.5178848,-122.9739251
,,,,,,39.7290088,-105.0158972
,,,,,,36.1587752,-115.1188069
,,,,,,33.8076687,-118.2554864
,,,,,,,
,,,,,,31.7781061,-106.4691268
,,,,,,47.6898383,-117.3605433
,,,,,,40.8164218,-73.9466138
,,,,,,40.8886238,-85.4875034
,,,,,,33.874918,-118.1711222
,,,,,,35.5999181,-77.3339075
,,,,,,34.2591021,-83.9607962
,,,,,,32.5181189,-93.7128
,,,,,,36.1745972,-83.3376744
,,,,,,33.9017737,-87.5519582
,,,,,,40.6677264,-73.9063174
,,,,,,35.1091797,-106.604248
,,,,,,34.7215885,-84.9625263
,,,,,,33.9355752,-83.323842
,,,,,,32.9271215,-115.5701175
,,,,,,45.266901,-84.9251037
,,,,,,43.0321368,-89.494256
,,,,,,34.753579,-86.751413
,,,,,,36.17711,-95.9403277
,,,,,,38.6220419,-121.3295679
,,,,,,36.0620992,-118.9991705
,,,,,,37.9913516,-87.5044275
,,,,,,39.3708576,-76.6106788
,,,,,,38.4338713,-82.244066
,,,,,,37.236866,-121.794974
,,,,,,36.6052615,-119.7858298
,,,,,,34.6684756,-118.0762036
,,,,,,30.9280593,-85.1186596
,,,,,,37.3652426,-121.8500117
,,,,,,,
,,,,,,39.8490163,-104.9935029
,,,,,,28.5543823,-81.2379724
,,,,,,31.8558465,-102.3719433
,,,,,,32.8725159,-105.9677055
,,,,,,27.585242,-80.4224124
,,,,,,,
,,,,,,47.1516762,-122.4383897
,,,,,,33.399678,-112.021292
,,,,,,31.7956947,-106.560133
,,,,,,33.5675607,-112.1516555
,,,,,,32.3124824,-106.7515691
,,,,,,44.1456745,-87.568243
,,,,,,41.5214969,-81.586139
,,,,,,38.6893153,-93.3388917
,,,,,,43.8559754,-90.8199007
,,,,,,30.4523136,-95.5498951
,,,,,,35.890284,-94.967344
,,,,,,35.5073053,-95.9814704
,,,,,,29.3608515,-98.6339087
,,,,,,35.0322842,-78.9335256
,,,,,,41.0270425,-81.729026
,,,,,,38.2711266,-85.8054189
,,,,,,33.6853996,-83.9872605
,,,,,,41.8707072,-80.7684965
,,,,,,35.5079363,-81.2020573
,,,,,,37.2560965,-121.873739
,,,,,,34.8057048,-81.5582262
,,,,,,47.8856024,-122.2324853
,,,,,,39.6892254,-105.0623628
,,,,,,40.4138161,-105.1227111
,,,,,,37.6637308,-113.0648513
,,,,,,28.2147686,-82.0280526
,,,,,,35.5100462,-97.7068621
,,,,,,21.3389649,-158.0769333
,,,,,,35.7199699,-77.9121349
,,,,,,30.1777067,-81.5925641
,,,,,,34.0522342,-118.2436849
,,,,,,30.5023715,-87.1790211
,,,,,,44.2289883,-88.493799
,,,,,,35.2253792,-80.8419644
,,,,,,42.2894562,-71.588392
,,,,,,41.4587922,-81.5836184
,,,,,,33.6954202,-117.3894186
,,,,,,33.4107597,-111.8577013
,,,,,,40.6213912,-81.1464307
,,,,,,46.6642118,-119.1768798
,,,,,,39.1615166,-94.4945815
,,,,,,34.9426072,-90.0790186
,,,,,,34.0167478,-118.2557795
,,,,,,34.1349982,-116.3823639
,,,,,,42.090321,-111.875412
,,,,,,44.4685018,-87.5988876
,,,,,,42.0239645,-87.8945067
,,,,,,34.5921459,-84.0120535
,,,,,,33.3847691,-84.2724972
,,,,,,36.0563727,-115.0373816
,,,,,,34.180039,-118.664875
,,,,,,47.285764,-121.9248671
,,,,,,34.6311566,-78.6104506
,,,,,,34.7097832,-81.2189613
,,,,,,38.2555522,-104.6490932
,,,,,,42.7823221,-85.5490063
,,,,,,34.0977555,-118.3382322
,,,,,,47.5185609,-111.3111767
,,,,,,39.7048951,-76.6412593
,,,,,,36.16634,-82.8550406
,,,,,,40.7513139,-82.5309494
,,,,,,37.4748791,-94.315422
,,,,,,28.0136018,-82.4589224
,,,,,,,
,,,,,,37.6635949,-121.0266405
,,,,,,38.7799471,-75.133467
,,,,,,28.1286926,-81.979158
,,,,,,39.7555811,-104.5080439
,,,,,,46.908431,-122.3586427
,,,,,,44.0909204,-123.0907373
,,,,,,40.7867004,-74.0752188
,,,,,,33.5818398,-84.2961318
,,,,,,37.9423883,-122.0391094
,,,,,,27.4454108,-80.331946
,,,,,,28.0226429,-82.144391
,,,,,,,
,,,,,,29.2143947,-81.060122
,,,,,,34.0650031,-118.0557791
,,,,,,31.0607681,-97.337345
,,,,,,33.4081277,-111.788212
,,,,,,34.773409,-96.6898656
,,,,,,39.062386,-94.5451538
,,,,,,43.0392975,-76.1731692
,,,,,,39.6365591,-106.5225899
,,,,,,32.5375572,-94.3856925
,,,,,,25.9789664,-80.3110387
,,,,,,25.9789664,-80.3110387
,,,,,,34.0677433,-117.2802911
,,,,,,39.863495,-105.0269766
,,,,,,36.3399104,-94.2539235
,,,,,,36.0610201,-94.160864
,,,,,,27.1280514,-82.4547397
,,,,,,45.519037,-122.5576285
,,,,,,30.8021866,-90.6773046
,,,,,,40.6252138,-91.3731621
,,,,,,34.4416801,-117.3360942
,,,,,,43.420424,-74.549759
,,,,,,33.454047,-79.549874
,,,,,,42.52268,-89.0254634
,,,,,,40.7071064,-74.0836413
,,,,,,40.7071064,-74.0836413
,,,,,,30.8339441,-88.267466
,,,,,,41.9877358,-77.2650508
,,,,,,29.4564161,-95.1089441
,,,,,,38.5642765,-90.2463334
,,,,,,35.3257176,-98.9762192
,,,,,,33.8381566,-117.9026979
,,,,,,33.824178,-117.7803228
,,,,,,31.4536433,-85.6444378
,,,,,,47.452475,-122.186037
,,,,,,28.0211818,-82.402131
,,,,,,30.3570381,-81.6329715
,,,,,,32.269094,-110.9693847
,,,,,,42.3944486,-83.2973732
,,,,,,46.2450726,-119.1120466
,,,,,,43.1047173,-87.9714646
,,,,,,45.0124146,-93.3131257
,,,,,,41.0955587,-81.4665919
,,,,,,25.935269,-97.5378126
,,,,,,21.3351319,-157.8823612
,,,,,,34.0322481,-118.192386
,,,,,,34.1624161,-117.334356
,,,,,,34.2815573,-77.848442
,,,,,,30.4643076,-86.6206086
,,,,,,21.3015489,-158.1100475
,,,,,,47.4974115,-111.2625653
,,,,,,31.9160079,-106.4409092
,,,,,,36.12985,-96.0069534
,,,,,,36.2565224,-85.9946856
,,,,,,38.5721674,-121.7518261
,,,,,,39.7518518,-105.1421035
,,,,,,40.782737,-73.2376716
,,,,,,35.860048,-81.504848
,,,,,,28.8527675,-81.6853534
,,,,,,33.4339841,-111.9263353
,,,,,,40.0489605,-84.9492807
,,,,,,36.092754,-80.21424
,,,,,,39.0738385,-110.7122465
,,,,,,33.6175775,-85.0931177
,,,,,,42.437198,-76.4975558
,,,,,,37.9715592,-87.5710898
,,,,,,40.4423565,-79.8818877
,,,,,,40.5766743,-122.3866495
,,,,,,31.3212252,-89.3784642
,,,,,,33.4763971,-112.2255384
,,,,,,34.6043118,-92.5259408
,,,,,,29.3869216,-98.5035128
,,,,,,28.8903285,-81.2699933
,,,,,,35.4914647,-97.4771511
,,,,,,37.0437691,-93.2697917
,,,,,,29.1814664,-82.2510358
,,,,,,33.6317249,-84.5086751
,,,,,,35.2238833,-90.0004612
,,,,,,28.0664997,-81.7802217
,,,,,,37.0799359,-76.470212
,,,,,,43.6940122,-70.791205
,,,,,,39.2163019,-76.6766491
,,,,,,41.1924924,-111.9793076
,,,,,,29.7183503,-95.3908764
,,,,,,36.3466574,-82.2142343
,,,,,,35.395469,-118.9851884
,,,,,,39.7373153,-82.5685613
,,,,,,39.0279593,-122.6646093
,,,,,,,
,,,,,,44.04577,-103.2032565
,,,,,,58.3810433,-134.581786
,,,,,,32.7928256,-115.5698524
,,,,,,29.6754228,-95.3363354
,,,,,,37.6572906,-97.2261293
,,,,,,38.8498126,-91.959632
,,,,,,,
,,,,,,38.6774938,-90.6613968
,,,,,,35.0333181,-90.7902847
,,,,,,47.3223642,-122.3160301
,,,,,,41.2915478,-95.9469716
,,,,,,38.4203709,-81.7906847
,,,,,,39.2190608,-121.0610606
,,,,,,38.1004387,-76.8752801
,,,,,,42.4175032,-122.9931328
,,,,,,39.7001049,-105.0299665
,,,,,,39.4043696,-94.3449817
,,,,,,41.3444575,-73.0701627
,,,,,,45.5212287,-122.8703604
,,,,,,36.2397029,-115.1884953
,,,,,,33.5818953,-117.232107
,,,,,,41.9180154,-87.7770854
,,,,,,41.7519306,-87.5611946
,,,,,,34.8824549,-87.0995218
,,,,,,30.3717918,-81.686675
,,,,,,38.9167545,-75.4376983
,,,,,,35.4641535,-97.6012274
,,,,,,33.509269,-101.9018041
,,,,,,39.5564364,-119.761852
,,,,,,35.6275205,-79.7572487
,,,,,,33.4450342,-112.0751622
,,,,,,35.0754518,-106.5652647
,,,,,,39.6746413,-104.8305873
,,,,,,,
,,,,,,,
,,,,,,37.7758496,-90.6269926
,,,,,,,
,,,,,,30.7618675,-88.2294216
,,,,,,40.7260554,-73.9835429
,,,,,,,
,,,,,,,
,,,,,,40.0130236,-75.0821748
,,,,,,47.720496,-117.4220264
,,,,,,34.1506284,-117.3507463
,,,,,,39.5488077,-107.324471
,,,,,,25.7804051,-80.1306441
,,,,,,,
,,,,,,34.0084383,-118.4136894
,,,,,,37.1463601,-94.3099068
,,,,,,39.7851416,-105.1126288
,,,,,,41.5967886,-87.3682209
,,,,,,29.2877821,-98.4039578
,,,,,,28.9814258,-82.0095833
,,,,,,33.9350763,-83.9944833
,,,,,,28.3585532,-80.7426085
,,,,,,46.885274,-114.0168889
,,,,,,36.3442052,-81.5314399
,,,,,,,
,,,,,,41.2766033,-72.9532372
,,,,,,44.9827567,-89.6511043
,,,,,,38.9857508,-119.1629309
,,,,,,33.920999,-84.7008402
,,,,,,27.4201088,-81.5095152
,,,,,,41.5449885,-72.9949748
,,,,,,33.7142294,-117.9500168
,,,,,,34.8572797,-111.7659433
,,,,,,40.402465,-86.8710006
,,,,,,,
,,,,,,47.0380778,-122.7680913
,,,,,,30.4431863,-81.6583092
,,,,,,44.2433755,-88.4175205
,,,,,,39.7982674,-105.0701247
,,,,,,33.3931528,-111.848659
,,,,,,35.3633242,-97.5018928
,,,,,,32.0568844,-81.0889342
,,,,,,33.6571966,-95.5537341
,,,,,,,
,,,,,,,
,,,,,,33.7504874,-84.3435567
,,,,,,41.006357,-74.3314872
,,,,,,31.4626665,-100.4621395
,,,,,,32.7359363,-117.0797002
,,,,,,30.4636524,-88.1688641
,,,,,,39.7537224,-104.7911461
,,,,,,39.9887726,-83.0257486
,,,,,,,
,,,,,,38.8150206,-76.9618746
,,,,,,,
,,,,,,38.2131963,-76.4037076
,,,,,,33.4876575,-111.9262203
,,,,,,32.1778586,-110.9983998
,,,,,,37.2328729,-82.5657604
,,,,,,36.077681,-79.386217
,,,,,,42.0997813,-75.3846264
,,,,,,60.3248525,-151.3802998
,,,,,,39.1908953,-81.7444669
,,,,,,39.9715681,-82.9129239
,,,,,,35.8611784,-78.7069776
,,,,,,39.0030368,-94.5473147
,,,,,,30.3831645,-89.0536252
,,,,,,28.5014494,-82.4869593
,,,,,,26.6148841,-81.8623464
,,,,,,43.0638353,-88.0445613
,,,,,,44.08801,-70.3298
,,,,,,32.743007,-114.487475
,,,,,,40.6964705,-111.820481
,,,,,,33.1986227,-97.1318469
,,,,,,34.8747206,-96.4184723
,,,,,,36.2987024,-119.6354689
,,,,,,40.4836765,-122.5700531
,,,,,,39.5475499,-119.7986198
,,,,,,39.0497158,-95.6689085
,,,,,,27.0129993,-82.1461762
,,,,,,,
,,,,,,35.9749494,-96.1068643
,,,,,,39.103318,-94.5460442
,,,,,,33.4881917,-86.6997329
,,,,,,,
,,,,,,46.2177364,-119.1261657
,,,,,,28.5652748,-81.1561739
,,,,,,43.4095845,-83.9360324
,,,,,,41.9472385,-87.6692155
,,,,,,32.6473667,-83.7211381
,,,,,,35.0299703,-90.7954482
,,,,,,30.1790014,-92.0268646
,,,,,,34.2205062,-86.2781876
,,,,,,36.776002,-75.9904576
,,,,,,39.322154,-76.5491801
,,,,,,46.8820217,-102.7855299
,,,,,,,
,,,,,,40.7627876,-111.8796293
,,,,,,35.2274173,-101.8287049
,,,,,,39.5382073,-119.7164245
,,,,,,45.0054038,-122.7747906
,,,,,,39.8852577,-104.8234058
,,,,,,34.1236736,-117.3692451
,,,,,,34.941033,-80.2496504
,,,,,,61.216889,-149.8889424
,,,,,,42.7517933,-70.9356116
,,,,,,33.7926708,-118.1805584
,,,,,,28.1353333,-81.4577935
,,,,,,38.219746,-86.1437678
,,,,,,36.1801215,-82.7803805
,,,,,,34.1288451,-109.9457807
,,,,,,28.4957873,-81.4587459
,,,,,,40.154402,-122.235906
,,,,,,40.0888814,-82.9954277
,,,,,,33.8176701,-84.2769749
,,,,,,34.2218685,-83.9691346
,,,,,,39.7936592,-105.0963036
,,,,,,37.9970017,-90.7642201
,,,,,,33.6526498,-112.1161484
,,,,,,32.2686981,-107.7586404
,,,,,,35.9906991,-79.9579839
,,,,,,43.0160185,-87.9381194
,,,,,,41.4225018,-100.1934649
,,,,,,29.1587771,-98.172147
,,,,,,34.726999,-87.6936538
,,,,,,32.4370212,-93.7640194
,,,,,,40.695956,-73.742734
,,,,,,42.852614,-112.432716
,,,,,,30.662775,-97.6796446
,,,,,,33.9240747,-117.8476028
,,,,,,33.9995595,-80.4208616
,,,,,,39.056634,-94.5872978
,,,,,,27.4624582,-82.615946
,,,,,,40.433403,-104.702865
,,,,,,35.9240027,-94.9384415
,,,,,,41.7178496,-83.6658747
,,,,,,33.7670071,-117.9202817
,,,,,,44.6595248,-93.2639347
,,,,,,34.7681807,-112.0637288
,,,,,,30.3321838,-81.655651
,,,,,,47.1444108,-119.3174582
,,,,,,43.0551682,-87.9142377
,,,,,,,
,,,,,,36.0321244,-115.0215992
,,,,,,38.2877972,-104.6052951
,,,,,,34.4158517,-118.5513492
,,,,,,33.734465,-117.8981287
,,,,,,29.792305,-95.1784557
,,,,,,35.9251466,-80.5917963
,,,,,,32.3333667,-93.8296541
,,,,,,33.6698081,-96.6173273
,,,,,,25.582306,-80.4857389
,,,,,,48.502783,-119.5060727
,,,,,,,
,,,,,,35.0869766,-78.9387426
,,,,,,31.5912808,-85.7786771
,,,,,,37.6221242,-77.6160323
,,,,,,40.4530524,-80.0030687
,,,,,,32.2208602,-110.82384
,,,,,,39.3292106,-84.5252007
,,,,,,26.1297321,-80.174586
,,,,,,36.075243,-95.9757901
,,,,,,36.7128471,-119.8134054
,,,,,,40.9867609,-75.1946248
,,,,,,51.253775,-85.323214
,,,,,,32.3430625,-86.1957497
,,,,,,33.4150867,-111.5806569
,,,,,,33.865587,-118.335098
,,,,,,30.008798,-95.2699709
,,,,,,46.8170763,-94.5216507
,,,,,,61.5506027,-149.597009
,,,,,,36.5481628,-119.3768888
,,,,,,29.254997,-98.3494584
,,,,,,33.9629402,-118.1651348
,,,,,,29.7829595,-81.4258532
,,,,,,59.7908259,-151.7431481
,,,,,,39.0566329,-77.2055973
,,,,,,39.0338062,-94.5558875
,,,,,,38.147543,-85.816554
,,,,,,,
,,,,,,40.5574718,-79.7550322
,,,,,,33.3053848,-111.835848
,,,,,,,
,,,,,,35.8071798,-86.311178
,,,,,,40.2634985,-74.7187853
,,,,,,36.4072048,-105.5734042
,,,,,,38.133998,-85.8570079
,,,,,,44.0729862,-123.0454292
,,,,,,38.1343614,-121.2575821
,,,,,,38.2586699,-104.6250547
,,,,,,,
,,,,,,33.7652329,-118.1607234
,,,,,,,
,,,,,,,
,,,,,,42.4678062,-93.8212345
,,,,,,29.4139737,-98.5042546
,,,,,,25.5095654,-80.4255378
,,,,,,36.7384319,-78.4787389
,,,,,,,
,,,,,,40.3593907,-76.3285184
,,,,,,33.7893559,-84.3762322
,,,,,,30.3313143,-92.4956909
,,,,,,32.4530602,-99.7526465
,,,,,,39.048402,-108.5453773
,,,,,,,
,,,,,,41.369913,-74.690393
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,36.8631892,-75.9792438
,,,,,,35.0470037,-118.1703995
,,,,,,40.65433,-111.9674119
,,,,,,38.5815719,-121.4943996
,,,,,,29.4255805,-98.5828064
,,,,,,35.0500851,-118.1855545
,,,,,,42.8068676,-73.9366135
,,,,,,47.3334231,-122.9580067
,,,,,,36.0301968,-80.3829582
,,,,,,31.7937495,-106.36254
,,,,,,36.124764,-115.9726938
,,,,,,,
,,,,,,29.3061415,-81.0659929
,,,,,,35.751824,-80.4005449
,,,,,,,
,,,,,,,
,,,,,,26.6253497,-81.6248026
,,,,,,44.943183,-122.9904714
,,,,,,36.9174918,-83.941039
,,,,,,,
,,,,,,,
,,,,,,39.2879047,-76.5871651
,,,,,,,
,,,,,,34.0608371,-117.7371422
,,,,,,35.0746008,-106.6432443
,,,,,,35.5960317,-82.5486772
,,,,,,38.4792061,-78.9964039
,,,,,,,
,,,,,,33.5020418,-88.4079766
,,,,,,,
,,,,,,,
,,,,,,33.407767,-111.8230315
,,,,,,32.8176083,-96.9343169
,,,,,,41.7701021,-72.5114384
,,,,,,39.2615136,-80.3186366
,,,,,,25.8881186,-80.3318519
,,,,,,42.9810154,-71.3977829
,,,,,,34.8543777,-96.8297201
,,,,,,,
,,,,,,28.1802156,-80.6772195
,,,,,,34.802865,-87.661774
,,,,,,25.9249954,-80.1764121
,,,,,,46.9599762,-122.3589493
,,,,,,,
,,,,,,33.6002231,-112.3165342
,,,,,,41.8423168,-90.1882637
,,,,,,32.5090627,-93.9709635
,,,,,,28.3067409,-97.2741866
,,,,,,38.3636969,-75.6418415
,,,,,,34.0468124,-81.0430567
,,,,,,,
,,,,,,35.1803177,-86.1006161
,,,,,,38.4482193,-102.4401879
,,,,,,42.2813732,-121.8075724
,,,,,,39.9342509,-75.1886229
,,,,,,47.1182122,-118.3656911
,,,,,,40.2493937,-75.6638564
,,,,,,30.365433,-81.6761109
,,,,,,,
,,,,,,45.4290237,-122.6283257
,,,,,,,
,,,,,,26.2458677,-80.0984549
,,,,,,32.3109367,-90.1857562
,,,,,,,
,,,,,,,
,,,,,,34.6727364,-77.203118
,,,,,,41.5525156,-96.1282584
,,,,,,43.0113722,-88.2428013
,,,,,,33.5143276,-82.0464564
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,33.6565685,-101.8222599
,,,,,,30.5892827,-87.8943314
,,,,,,34.5082038,-82.6716948
,,,,,,37.6892209,-122.1300115
,,,,,,,
,,,,,,44.1957759,-94.0203024
,,,,,,35.9784422,-115.0851816
,,,,,,38.7854314,-104.8134859
,,,,,,36.1208532,-115.1529344
,,,,,,29.7738678,-95.3042711
,,,,,,34.2189358,-79.7460397
,,,,,,37.5280494,-102.6828689
,,,,,,34.0169479,-118.2642791
,,,,,,29.6376179,-95.5187613
,,,,,,40.9207307,-74.1607372
,,,,,,36.2050866,-115.1323349
,,,,,,30.2234716,-97.7295453
,,,,,,35.8728089,-81.5767543
,,,,,,38.2415065,-122.2691352
,,,,,,33.179056,-97.1019185
,,,,,,,
,,,,,,43.8388151,-70.8586422
,,,,,,33.182603,-84.903475
,,,,,,40.9738881,-74.2873332
,,,,,,38.5011549,-76.9647533
,,,,,,29.7595547,-95.2865467
,,,,,,32.6394651,-83.8733129
,,,,,,45.6412268,-122.6166374
,,,,,,33.4211925,-112.5563872
,,,,,,27.986946,-82.4217045
,,,,,,36.218689,-115.311264
,,,,,,36.8366195,-120.1871807
,,,,,,38.3035052,-85.708035
,,,,,,34.0254224,-118.2629055
,,,,,,37.7833756,-82.5185837
,,,,,,39.739977,-104.9492438
,,,,,,32.7167856,-117.1647477
,,,,,,47.6062095,-122.3320708
,,,,,,25.8111632,-80.1296723
,,,,,,34.737088,-92.378461
,,,,,,47.1764625,-122.52175
,,,,,,43.6555599,-70.2645206
,,,,,,26.1773364,-80.0986015
,,,,,,35.8021685,-82.3451891
,,,,,,38.3190737,-87.2791834
,,,,,,30.3631602,-81.554613
,,,,,,37.3358653,-121.9022894
,,,,,,29.8531357,-98.7395565
,,,,,,38.9059399,-94.6825421
,,,,,,40.6253627,-103.2072849
,,,,,,34.0332609,-118.1303262
,,,,,,35.7483867,-95.386755
,,,,,,38.5831984,-90.3526273
,,,,,,37.4578344,-122.4297811
,,,,,,39.102128,-94.5405237
,,,,,,36.1355366,-115.088439
,,,,,,29.369508,-98.614765
,,,,,,,
,,,,,,39.8680704,-86.2017417
,,,,,,47.5007784,-122.1872017
,,,,,,36.0707264,-79.4020318
,,,,,,39.8253735,-104.9047225
,,,,,,33.814422,-118.1824386
,,,,,,35.7788654,-115.3243715
,,,,,,39.9015272,-86.1989892
,,,,,,35.5837866,-119.3353877
,,,,,,,
,,,,,,34.1506931,-118.1131828
,,,,,,44.5178159,-87.943066
,,,,,,39.04264,-76.979343
,,,,,,32.217782,-81.926223
,,,,,,39.6756413,-105.6055271
,,,,,,35.1516249,-78.102026
,,,,,,39.0302,-108.5153099
,,,,,,34.8496374,-82.3827748
,,,,,,34.141727,-116.2132194
,,,,,,33.5194175,-117.687366
,,,,,,28.9060661,-81.2662626
,,,,,,35.7899227,-78.586701
,,,,,,29.6838385,-95.3656729
,,,,,,39.0858804,-84.2550346
,,,,,,33.9211328,-118.2888269
,,,,,,,
,,,,,,44.0677579,-103.1668654
,,,,,,37.6933915,-122.1010307
,,,,,,38.2714584,-104.5768005
,,,,,,34.3353724,-89.5224444
,,,,,,39.3097097,-76.4401715
,,,,,,33.0197779,-84.719606
,,,,,,29.6714298,-95.528276
,,,,,,46.2339825,-119.0717575
,,,,,,35.1120832,-89.8329292
,,,,,,30.3557349,-90.9149089
,,,,,,34.9933629,-90.7866839
,,,,,,44.9991553,-88.3720464
,,,,,,47.6144649,-122.3523282
,,,,,,30.951411,-88.163755
,,,,,,30.4773916,-84.2996697
,,,,,,35.3832309,-85.034584
,,,,,,32.713097,-83.6911304
,,,,,,28.2274222,-80.7406711
,,,,,,31.0237921,-87.4938708
,,,,,,37.6838816,-122.0621441
,,,,,,33.3060706,-112.0556978
,,,,,,34.1978514,-82.1463096
,,,,,,40.749767,-111.8997382
,,,,,,39.5914666,-74.4454703
,,,,,,40.9159773,-74.1620389
,,,,,,36.741122,-83.634843
,,,,,,,
,,,,,,48.0720247,-114.5829649
,,,,,,36.254576,-82.5162239
,,,,,,29.6042519,-95.3084393
,,,,,,33.6742826,-111.97447
,,,,,,37.6638026,-121.0007818
,,,,,,29.5025547,-95.1159682
,,,,,,37.9497173,-120.422309
,,,,,,42.7434782,-84.556876
,,,,,,43.0597745,-76.0242696
,,,,,,30.2547904,-81.465054
,,,,,,27.724124,-97.4344488
,,,,,,28.5492524,-81.1568159
,,,,,,39.9213988,-104.9774249
,,,,,,33.9370487,-118.2944486
,,,,,,41.4057219,-81.7091346
,,,,,,30.415472,-84.298987
,,,,,,29.9062255,-90.064203
,,,,,,42.7936469,-77.8173949
,,,,,,34.1866902,-118.3768819
,,,,,,33.8653223,-117.9745517
,,,,,,34.9174658,-95.3165755
,,,,,,,
,,,,,,45.500109,-122.7648949
,,,,,,41.2574898,-111.9530955
,,,,,,39.5811358,-104.8802009
,,,,,,34.7597666,-92.2132718
,,,,,,28.0504563,-82.3940768
,,,,,,34.6746374,-118.161524
,,,,,,32.7495499,-117.0923034
,,,,,,40.023334,-75.0797446
,,,,,,33.8281793,-83.9910545
,,,,,,30.6342828,-81.6037947
,,,,,,34.6746374,-118.161524
,,,,,,30.5151005,-85.3483147
,,,,,,45.4988293,-122.5355682
,,,,,,43.1777374,-88.731442
,,,,,,,
,,,,,,36.1651583,-115.1424568
,,,,,,36.0551806,-94.1903583
,,,,,,40.3959475,-122.2198374
,,,,,,38.1040864,-122.2566367
,,,,,,,
,,,,,,35.0490024,-94.617712
,,,,,,,
,,,,,,27.7520957,-97.4506836
,,,,,,34.611565,-92.469803
,,,,,,35.4062259,-97.7245788
,,,,,,31.6516225,-106.2574318
,,,,,,40.926409,-73.77276
,,,,,,37.747789,-122.1671849
,,,,,,36.1834013,-85.0174564
,,,,,,40.7299934,-73.214192
,,,,,,34.003919,-117.930254
,,,,,,,
,,,,,,32.3169445,-106.7749896
,,,,,,39.6553852,-104.9979875
,,,,,,28.4868953,-81.4091882
,,,,,,,
,,,,,,46.3760149,-115.9381946
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,33.7221213,-84.40006
,,,,,,41.4169251,-87.3215602
,,,,,,38.7103082,-93.2701826
,,,,,,39.0835176,-94.5276148
,,,,,,34.1173742,-117.2502117
,,,,,,34.57922,-118.09219
,,,,,,38.9500694,-95.2358979
,,,,,,42.4389328,-87.8761301
,,,,,,33.4950151,-112.0999086
,,,,,,34.871003,-118.1578445
,,,,,,40.1793537,-118.4734808
,,,,,,,
,,,,,,32.5429888,-88.8948246
,,,,,,39.8237133,-105.0431408
,,,,,,45.7723318,-108.5346492
,,,,,,33.8901255,-118.3041875
,,,,,,35.572638,-81.0942379
,,,,,,36.4223146,-94.7898048
,,,,,,,
,,,,,,,
,,,,,,37.4405434,-121.8774189
,,,,,,39.768403,-104.819245
,,,,,,33.7462303,-116.3549791
,,,,,,30.1899697,-96.9399358
,,,,,,36.2434428,-115.1500008
,,,,,,38.2459304,-104.6323112
,,,,,,,
,,,,,,33.6091243,-96.639615
,,,,,,33.6307762,-117.6992531
,,,,,,34.0753675,-117.7488973
,,,,,,33.0719183,-96.7501532
,,,,,,36.6217656,-95.1514719
,,,,,,33.8995511,-84.4464568
,,,,,,37.2917694,-79.9950507
,,,,,,28.0611449,-81.7762764
,,,,,,40.8361517,-115.7538977
,,,,,,40.3210183,-85.4590072
,,,,,,34.7205288,-92.2366935
,,,,,,39.0663671,-84.6956432
,,,,,,28.2716755,-82.7195451
,,,,,,32.7178774,-117.1594098
,,,,,,35.9440451,-84.8703973
,,,,,,40.1078133,-122.1913241
,,,,,,39.7177259,-84.1434415
,,,,,,37.0611873,-88.6533168
,,,,,,40.9503615,-75.9792441
,,,,,,31.9964487,-102.1605373
,,,,,,,
,,,,,,36.3530405,-82.3310096
,,,,,,39.2490086,-94.4175909
,,,,,,37.2904393,-107.8755
,,,,,,43.7443125,-87.7246076
,,,,,,39.0688908,-94.5207209
,,,,,,45.3592674,-121.997964
,,,,,,33.4947669,-112.2082125
,,,,,,30.2553252,-81.8153848
,,,,,,34.0234202,-117.7313256
,,,,,,40.1933767,-85.3863599
